version,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.2,Layer Legend,Optional text on top of symbols for vector layers,Arpa Piemonte (Dipartimento Tematico Geologia e Dissesto) within ERIKUS project,https://www.arpa.piemonte.it/,Martin Dobias (Lutra Consulting) and Faunalia,https://www.lutraconsulting.co.uk,index.md
3.2,Layer Legend,Copy&Paste Group/Layers from a QGIS project to another.,Not specified,,Salvatore Larosa,https://github.com/slarosa,index.md
3.2,Processing,Improved 'Join by attribute table' algorithm,Not specified,,"Mathieu Pellerin, Nyall Dawson",http://www.imhere-asia.com/,index.md
3.2,Processing,Load script from template,Not specified,,Matteo Ghetta (Faunalia),http://www.faunalia.eu/,index.md
3.2,Processing,Feature filter algorithm for processing models,QGIS User Group Switzerland,https://qgis.ch,"Matthias Kuhn, OPENGIS.ch",https://opengis.ch,index.md
3.2,Processing,Zonal histogram,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.2,Processing,"Port Union, Difference and Intersection algorithms to C++",InaSAFE DFAT,https://www.dfat.gov.au/,Martin Dobias (Lutra Consulting),https://www.lutraconsulting.co.uk,index.md
3.2,Processing,'Project points (cartesian)' algorithm,Nyall Dawson (North Road),http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Dynamic parameter values for more algorithms,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Multi-ring buffer (constant distance) algorithm,Not specified,,Alex Bruy,,index.md
3.2,Processing,"New ""segmentize"" algorithms",North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Option to create points on all polygon parts,Not specified,,Mathieu Pellerin,http://www.imhere-asia.com/,index.md
3.2,Processing,Rotate Features algorithm,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,"Line sinuosity in ""Add Geometry Attributes""",North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Import geotagged photos,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Swap x/y coordinate values algorithm,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,"Sort order option for ""Add Incremental Field""",North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Indicator for distance parameter units,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Algorithm log can be saved/cleared/copied,SMEC/SJ,,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Wedge buffer algorithm,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Variable width buffers,North Road,http://north-road.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Reclassify raster algorithms,SMEC/SJ,,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Processing,Union algorithm with a single layer,InaSAFE DFAT,https://www.dfat.gov.au/,Martin Dobias (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
3.2,Application and Project Options,Mandatory layers in project,Arpa Piemonte (Dipartimento Tematico Geologia e Dissesto) within ERIKUS project,https://www.arpa.piemonte.it/,Martin Dobias (Lutra Consulting) and Faunalia,https://www.lutraconsulting.co.uk,index.md
3.2,Application and Project Options,Saving and loading projects in PostgreSQL database,Arpa Piemonte (Dipartimento Tematico Geologia e Dissesto) within ERIKUS project,https://www.arpa.piemonte.it/,"Martin Dobias, Peter Petrik (Lutra Consulting) and Faunalia",https://www.lutraconsulting.co.uk,index.md
3.2,Browser,Save/Load connections for XYZ Tiles,Not specified,,Salvatore Larosa,https://github.com/slarosa,index.md
3.2,Browser,Project home path can be manually set,SMEC/SJ,,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Data Providers,Support for mesh layers,Not specified,,Peter Petrik and Martin Dobias (Lutra Consulting),https://www.lutraconsulting.co.uk,index.md
3.2,Data Providers,Automatically set default style for layers for ArcGIS Feature Server layers,SMEC/SJ,,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Data Providers,Faster Oracle queries,North Road,http://north-road.com,Nyall Dawson (North Road),v,index.md
3.2,Data Providers,Restrict table list for a Oracle database connection to a preset schema,Open Spatial,http://www.openspatial.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Data Providers,Read only support for curved Oracle geometries,Open Spatial,http://www.openspatial.com,Nyall Dawson (North Road),http://north-road.com,index.md
3.2,Plugins,Adding query history in DB Manager,Not specified,,Salvatore Larosa,https://github.com/slarosa,index.md
3.2,Plugins,DB Manager SQL execution in background,Not specified,,Paul Blottiere,,index.md
3.30,Breaking Changes,Drop project backward compatibility for symbology with QGIS 3.16 and older,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.30,Map Tools,Raster MapTips,NOAA OCS Hydrography,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,Map Tools,"Identify on mouse move, no mouse click",Not specified,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,User Interface,Constraint based functionality for attribute tables,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.30,User Interface,Additional GPS information panel and toolbar fields,NIWA,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,User Interface,GPS Information Panel UX and Refactoring,NIWA,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Symbology,Improved SLD Export Options,Not specified,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,Rendering,Global map terrain shading,QGIS Community Crowdfunding Efforts,https://www.lutraconsulting.co.uk/crowdfunding/pointcloud-processing-qgis,Vincent Cloarec,https://github.com/vcloarec,index.md
3.30,Rendering,Add super and subscript support for text renderer,OSGEO UK,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,3D Features,Limit 2D extent of 3D scene,QGIS Community Crowdfunding Efforts,https://www.lutraconsulting.co.uk/crowdfunding/pointcloud-processing-qgis,Stefanos Natsis,https://github.com/uclaros,index.md
3.30,3D Features,Improved camera control,QGIS Community Crowdfunding Efforts,https://www.lutraconsulting.co.uk/crowdfunding/pointcloud-processing-qgis,Stefanos Natsis (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
3.30,Print Layouts,Shortcuts manager in print layouts,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.30,Print Layouts,Use text renderer in layout legends,NIBIO,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Expressions,Add feature_id() function,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Expressions,New is_feature_valid() and is_attribute_valid() functions,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.30,Expressions,"Add x_at, y_at, z_at, m_at expression functions",Métropole Européenne de Lille,https://www.lillemetropole.fr/,Antoine Facchini,https://github.com/Koyaani,index.md
3.30,Data Management,DateTime Field editing: segregation of display format and field value format,3liz,https://3liz.com,rldhont,https://github.com/rldhont,index.md
3.30,Data Management,Add option to directly log GPS points and tracks to a Geopackage or Spatialite db,NIWA,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Data Management,"Add an explicit ""Offset from UTC"" option for storing GPS feature timestamps",NIWA,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Data Management,Raster Attribute Tables (RAT) Suppport,NOAA OCS Hydrography,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,Metadata and Metasearch,Add key dates to layer and project metadata,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Forms and Widgets,Audiovisual multimedia attribute attachments support,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.30,Forms and Widgets,Data defined editable state for form widgets,Kanton Solothurn,https://geo.so.ch/,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,Forms and Widgets,Spacer widget for drag & drop attribute forms,Kanton Solothurn,https://geo.so.ch/,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,Forms and Widgets,Dynamic text widgets with current_value support,Kanton Solothurn,https://geo.so.ch/,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,Forms and Widgets,Dynamic HTML widgets with current_value support,Kanton Solothurn,https://geo.so.ch/,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,Forms and Widgets,Multiple selections with filtering in value relation widget,QGIS Norway,http://www.qgis.no/,Stefanos Natsis (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
3.30,Layer Legend,New layer ordering improvements,Funded by the QGIS user group Switzerland,https://www.qgis.ch/,Mathieu Pellerin,https://github.com/nirvn,index.md
3.30,Processing,Additional options for XYZ Tile exports when using Leaflet html output,Not specified,,Björn Hinkeldey,https://github.com/pathmapper,index.md
3.30,Processing,Support data defined parameter values when using qgis_process tool,"the Research Institute for Nature and Forest, Flemish Govt",,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Processing,"New ""load_layer"" function","the Research Institute for Nature and Forest, Flemish Govt",,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Processing,Add user interface for extent definition in GDAL Raster Calculator,Not specified,,Nicolas Godet,https://github.com/nicogodet,index.md
3.30,Application and Project Options,Add option to store selected GPS component in geometry M values,NIWA,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Application and Project Options,"Make GPS track destination layer an explicit user choice, remember in project",NIWA,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Profile Plots,New elevation profile canvas item for QGIS Quick,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.30,Profile Plots,Elevation profile plots in print layouts,QGIS Community Crowdfunding Efforts,https://www.lutraconsulting.co.uk/crowdfunding/pointcloud-processing-qgis,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Browser,Add dataset relationship editing and creation capabilities in browser,Provincie Zuid-Holland,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Data Providers,Removal of Native GeoNode Provider,Not specified,,Giovanni Allegri,https://github.com/giohappy,index.md
3.30,Data Providers,"In data source manager, allow users to directly add an XYZ tile layer without having to create a connection first",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Data Providers,SQL Logging for OGR Provider,Not specified,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.30,Data Providers,S3 Cloud Storage Support,Métropole Grand Lyon\*\*,,Jacky Volpes,https://github.com/Djedouas,index.md
3.30,Data Providers,Resolution aware WMTS layers with automatic upscaling,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.30,Data Providers,Drop unmaintained SAGA provider from QGIS installations,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.30,Data Providers,WFS provider: Improve support of layers with unknown geometry types,QGIS-DE user group,https://qgis.de/,Even Rouault,https://www.spatialys.com/,index.md
3.30,QGIS Server,QGIS_APPLICATION_FULL_NAME environment variable,3liz,https://3liz.com,rldhont,https://github.com/rldhont,index.md
3.30,QGIS Server,GeoJSON support for WFS DescribeFeatureType,Kristianstads kommun,https://www.kristianstad.se/,David Marteau,https://github.com/dmarteau,index.md
3.30,Plugins,Topology checker rules enabling/disabling and filtering,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.30,Programmability,QgsExifTools Improvements,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.30,Programmability,Smart bracket autocomplete updates for Code Editors,Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.30,Programmability,"Add ""toggle comment"" action to the integrated python console",Not specified,,Yoann Quenach de Quivillic,https://github.com/YoannQDQ,index.md
3.30,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Even Rouault,https://www.spatialys.com/,index.md
3.30,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Alessandro Pasotti,https://www.qcooperative.net/,index.md
3.30,Notable Fixes,Bug fixes by Julien Cabieces,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Julien Cabieces,https://oslandia.com/,index.md
3.30,Notable Fixes,Bug fixes by Sandro Santilli,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Sandro Santilli (strk),https://strk.kbt.io/,index.md
3.30,Notable Fixes,Bug fixes by Harrissou Sant-anna / Sandro Santilli,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Harrissou Sant-anna and Sandro Santilli,https://strk.kbt.io/,index.md
3.30,Notable Fixes,Bug fixes by Jean Felder,QGIS.ORG (through donations and sustaining memberships),https://qgis.org/,Jean Felder,https://oslandia.com/,index.md
